"Step","CartPole_blip-image-captioning-base_itm_head_20240427_173254 - global_step","CartPole_blip-image-captioning-base_itm_head_20240427_173254 - global_step__MIN","CartPole_blip-image-captioning-base_itm_head_20240427_173254 - global_step__MAX","CartPole_blip-image-captioning-base_contrastive_20240426_164200 - global_step","CartPole_blip-image-captioning-base_contrastive_20240426_164200 - global_step__MIN","CartPole_blip-image-captioning-base_contrastive_20240426_164200 - global_step__MAX","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_155300 - global_step","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_155300 - global_step__MIN","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_155300 - global_step__MAX","CartPole_blip-image-captioning-base_cosine_20240426_154807 - global_step","CartPole_blip-image-captioning-base_cosine_20240426_154807 - global_step__MIN","CartPole_blip-image-captioning-base_cosine_20240426_154807 - global_step__MAX","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_103506 - global_step","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_103506 - global_step__MIN","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_103506 - global_step__MAX","CartPole_blip-image-captioning-base_contrastive_20240426_052047 - global_step","CartPole_blip-image-captioning-base_contrastive_20240426_052047 - global_step__MIN","CartPole_blip-image-captioning-base_contrastive_20240426_052047 - global_step__MAX","CartPole_blip-image-captioning-base_itm_head_20240425_193233 - global_step","CartPole_blip-image-captioning-base_itm_head_20240425_193233 - global_step__MIN","CartPole_blip-image-captioning-base_itm_head_20240425_193233 - global_step__MAX","CartPole_blip-image-captioning-base_cosine_20240425_192124 - global_step","CartPole_blip-image-captioning-base_cosine_20240425_192124 - global_step__MIN","CartPole_blip-image-captioning-base_cosine_20240425_192124 - global_step__MAX"
"577","1923200","1923200","1923200","1923200","1923200","1923200","1923200","1923200","1923200","1923200","1923200","1923200","","","","1923200","1923200","1923200","1923200","1923200","1923200","1923200","1923200","1923200"
"578","1926400","1926400","1926400","1926400","1926400","1926400","1926400","1926400","1926400","1926400","1926400","1926400","","","","1926400","1926400","1926400","1926400","1926400","1926400","1926400","1926400","1926400"
"579","1929600","1929600","1929600","1929600","1929600","1929600","1929600","1929600","1929600","1929600","1929600","1929600","","","","1929600","1929600","1929600","1929600","1929600","1929600","1929600","1929600","1929600"
"580","1932800","1932800","1932800","1932800","1932800","1932800","1932800","1932800","1932800","1932800","1932800","1932800","","","","1932800","1932800","1932800","1932800","1932800","1932800","1932800","1932800","1932800"
"581","1936000","1936000","1936000","1936000","1936000","1936000","1936000","1936000","1936000","1936000","1936000","1936000","","","","1936000","1936000","1936000","1936000","1936000","1936000","1936000","1936000","1936000"
"582","1939200","1939200","1939200","1939200","1939200","1939200","1939200","1939200","1939200","1939200","1939200","1939200","","","","1939200","1939200","1939200","1939200","1939200","1939200","1939200","1939200","1939200"
"583","1942400","1942400","1942400","1942400","1942400","1942400","1942400","1942400","1942400","1942400","1942400","1942400","","","","1942400","1942400","1942400","1942400","1942400","1942400","1942400","1942400","1942400"
"584","1945600","1945600","1945600","1945600","1945600","1945600","1945600","1945600","1945600","1945600","1945600","1945600","","","","1945600","1945600","1945600","1945600","1945600","1945600","1945600","1945600","1945600"
"585","1948800","1948800","1948800","1948800","1948800","1948800","1948800","1948800","1948800","1948800","1948800","1948800","","","","1948800","1948800","1948800","1948800","1948800","1948800","1948800","1948800","1948800"
"586","1952000","1952000","1952000","1952000","1952000","1952000","1952000","1952000","1952000","1952000","1952000","1952000","","","","1952000","1952000","1952000","1952000","1952000","1952000","1952000","1952000","1952000"
"587","1955200","1955200","1955200","1955200","1955200","1955200","1955200","1955200","1955200","1955200","1955200","1955200","","","","1955200","1955200","1955200","1955200","1955200","1955200","1955200","1955200","1955200"
"588","1958400","1958400","1958400","1958400","1958400","1958400","1958400","1958400","1958400","1958400","1958400","1958400","","","","1958400","1958400","1958400","1958400","1958400","1958400","1958400","1958400","1958400"
"589","1961600","1961600","1961600","1961600","1961600","1961600","1961600","1961600","1961600","1961600","1961600","1961600","","","","1961600","1961600","1961600","1961600","1961600","1961600","1961600","1961600","1961600"
"590","1964800","1964800","1964800","1964800","1964800","1964800","1964800","1964800","1964800","1964800","1964800","1964800","","","","1964800","1964800","1964800","1964800","1964800","1964800","1964800","1964800","1964800"
"591","1968000","1968000","1968000","1968000","1968000","1968000","1968000","1968000","1968000","1968000","1968000","1968000","","","","1968000","1968000","1968000","1968000","1968000","1968000","1968000","1968000","1968000"
"592","1971200","1971200","1971200","1971200","1971200","1971200","1971200","1971200","1971200","1971200","1971200","1971200","","","","1971200","1971200","1971200","1971200","1971200","1971200","1971200","1971200","1971200"
"593","1974400","1974400","1974400","1974400","1974400","1974400","1974400","1974400","1974400","1974400","1974400","1974400","","","","1974400","1974400","1974400","1974400","1974400","1974400","1974400","1974400","1974400"
"594","1977600","1977600","1977600","1977600","1977600","1977600","1977600","1977600","1977600","1977600","1977600","1977600","","","","1977600","1977600","1977600","1977600","1977600","1977600","1977600","1977600","1977600"
"595","1980800","1980800","1980800","1980800","1980800","1980800","1980800","1980800","1980800","1980800","1980800","1980800","","","","1980800","1980800","1980800","1980800","1980800","1980800","1980800","1980800","1980800"
"596","1984000","1984000","1984000","1984000","1984000","1984000","1984000","1984000","1984000","1984000","1984000","1984000","","","","1984000","1984000","1984000","1984000","1984000","1984000","1984000","1984000","1984000"
"597","1987200","1987200","1987200","1987200","1987200","1987200","1987200","1987200","1987200","1987200","1987200","1987200","","","","1987200","1987200","1987200","1987200","1987200","1987200","1987200","1987200","1987200"
"598","1990400","1990400","1990400","1990400","1990400","1990400","1990400","1990400","1990400","1990400","1990400","1990400","","","","1990400","1990400","1990400","1990400","1990400","1990400","1990400","1990400","1990400"
"599","1993600","1993600","1993600","1993600","1993600","1993600","1993600","1993600","1993600","1993600","1993600","1993600","","","","1993600","1993600","1993600","1993600","1993600","1993600","1993600","1993600","1993600"
"600","1996800","1996800","1996800","1996800","1996800","1996800","1996800","1996800","1996800","1996800","1996800","1996800","","","","1996800","1996800","1996800","1996800","1996800","1996800","1996800","1996800","1996800"
"601","2000000","2000000","2000000","2000000","2000000","2000000","2000000","2000000","2000000","2000000","2000000","2000000","","","","2000000","2000000","2000000","2000000","2000000","2000000","2000000","2000000","2000000"
"602","2003200","2003200","2003200","2003200","2003200","2003200","2003200","2003200","2003200","2003200","2003200","2003200","","","","2003200","2003200","2003200","2003200","2003200","2003200","2003200","2003200","2003200"
"603","2006400","2006400","2006400","2006400","2006400","2006400","2006400","2006400","2006400","2006400","2006400","2006400","","","","2006400","2006400","2006400","2006400","2006400","2006400","2006400","2006400","2006400"
"604","2009600","2009600","2009600","2009600","2009600","2009600","2009600","2009600","2009600","2009600","2009600","2009600","","","","2009600","2009600","2009600","2009600","2009600","2009600","2009600","2009600","2009600"
"605","2012800","2012800","2012800","2012800","2012800","2012800","2012800","2012800","2012800","2012800","2012800","2012800","","","","2012800","2012800","2012800","2012800","2012800","2012800","2012800","2012800","2012800"
"606","2016000","2016000","2016000","2016000","2016000","2016000","2016000","2016000","2016000","2016000","2016000","2016000","","","","2016000","2016000","2016000","2016000","2016000","2016000","2016000","2016000","2016000"
"607","2019200","2019200","2019200","2019200","2019200","2019200","2019200","2019200","2019200","2019200","2019200","2019200","","","","2019200","2019200","2019200","2019200","2019200","2019200","2019200","2019200","2019200"
"608","2022400","2022400","2022400","2022400","2022400","2022400","2022400","2022400","2022400","2022400","2022400","2022400","","","","2022400","2022400","2022400","2022400","2022400","2022400","2022400","2022400","2022400"
"609","2025600","2025600","2025600","2025600","2025600","2025600","2025600","2025600","2025600","2025600","2025600","2025600","","","","2025600","2025600","2025600","2025600","2025600","2025600","2025600","2025600","2025600"
"610","2028800","2028800","2028800","2028800","2028800","2028800","2028800","2028800","2028800","2028800","2028800","2028800","","","","2028800","2028800","2028800","2028800","2028800","2028800","2028800","2028800","2028800"
"611","2032000","2032000","2032000","2032000","2032000","2032000","2032000","2032000","2032000","2032000","2032000","2032000","","","","2032000","2032000","2032000","2032000","2032000","2032000","2032000","2032000","2032000"
"612","2035200","2035200","2035200","2035200","2035200","2035200","2035200","2035200","2035200","2035200","2035200","2035200","","","","2035200","2035200","2035200","2035200","2035200","2035200","2035200","2035200","2035200"
"613","2038400","2038400","2038400","2038400","2038400","2038400","2038400","2038400","2038400","2038400","2038400","2038400","","","","2038400","2038400","2038400","2038400","2038400","2038400","2038400","2038400","2038400"
"614","2041600","2041600","2041600","2041600","2041600","2041600","2041600","2041600","2041600","2041600","2041600","2041600","","","","2041600","2041600","2041600","2041600","2041600","2041600","2041600","2041600","2041600"
"615","2044800","2044800","2044800","2044800","2044800","2044800","2044800","2044800","2044800","2044800","2044800","2044800","","","","2044800","2044800","2044800","2044800","2044800","2044800","2044800","2044800","2044800"
"616","2048000","2048000","2048000","2048000","2048000","2048000","2048000","2048000","2048000","2048000","2048000","2048000","","","","2048000","2048000","2048000","2048000","2048000","2048000","2048000","2048000","2048000"
"617","2051200","2051200","2051200","2051200","2051200","2051200","2051200","2051200","2051200","2051200","2051200","2051200","","","","2051200","2051200","2051200","2051200","2051200","2051200","2051200","2051200","2051200"
"618","2054400","2054400","2054400","2054400","2054400","2054400","2054400","2054400","2054400","2054400","2054400","2054400","","","","2054400","2054400","2054400","2054400","2054400","2054400","2054400","2054400","2054400"
"619","2057600","2057600","2057600","2057600","2057600","2057600","2057600","2057600","2057600","2057600","2057600","2057600","","","","2057600","2057600","2057600","2057600","2057600","2057600","2057600","2057600","2057600"
"620","2060800","2060800","2060800","2060800","2060800","2060800","2060800","2060800","2060800","2060800","2060800","2060800","","","","2060800","2060800","2060800","2060800","2060800","2060800","2060800","2060800","2060800"
"621","2064000","2064000","2064000","2064000","2064000","2064000","2064000","2064000","2064000","2064000","2064000","2064000","","","","2064000","2064000","2064000","2064000","2064000","2064000","2064000","2064000","2064000"
"622","2067200","2067200","2067200","2067200","2067200","2067200","2067200","2067200","2067200","2067200","2067200","2067200","","","","2067200","2067200","2067200","2067200","2067200","2067200","2067200","2067200","2067200"
"623","2070400","2070400","2070400","2070400","2070400","2070400","2070400","2070400","2070400","2070400","2070400","2070400","","","","2070400","2070400","2070400","2070400","2070400","2070400","2070400","2070400","2070400"
"624","2073600","2073600","2073600","2073600","2073600","2073600","2073600","2073600","2073600","2073600","2073600","2073600","","","","2073600","2073600","2073600","2073600","2073600","2073600","2073600","2073600","2073600"
"625","2076800","2076800","2076800","2076800","2076800","2076800","2076800","2076800","2076800","2076800","2076800","2076800","","","","2076800","2076800","2076800","2076800","2076800","2076800","2076800","2076800","2076800"
"626","2080000","2080000","2080000","2080000","2080000","2080000","2080000","2080000","2080000","2080000","2080000","2080000","","","","2080000","2080000","2080000","2080000","2080000","2080000","2080000","2080000","2080000"
"627","2083200","2083200","2083200","2083200","2083200","2083200","2083200","2083200","2083200","2083200","2083200","2083200","","","","2083200","2083200","2083200","2083200","2083200","2083200","2083200","2083200","2083200"
"628","2086400","2086400","2086400","2086400","2086400","2086400","2086400","2086400","2086400","2086400","2086400","2086400","","","","2086400","2086400","2086400","2086400","2086400","2086400","2086400","2086400","2086400"
"629","2089600","2089600","2089600","2089600","2089600","2089600","2089600","2089600","2089600","2089600","2089600","2089600","","","","2089600","2089600","2089600","2089600","2089600","2089600","2089600","2089600","2089600"
"630","2092800","2092800","2092800","2092800","2092800","2092800","2092800","2092800","2092800","2092800","2092800","2092800","","","","2092800","2092800","2092800","2092800","2092800","2092800","2092800","2092800","2092800"
"631","2096000","2096000","2096000","2096000","2096000","2096000","2096000","2096000","2096000","2096000","2096000","2096000","","","","2096000","2096000","2096000","2096000","2096000","2096000","2096000","2096000","2096000"
"632","2099200","2099200","2099200","2099200","2099200","2099200","2099200","2099200","2099200","2099200","2099200","2099200","","","","2099200","2099200","2099200","2099200","2099200","2099200","2099200","2099200","2099200"
"633","2102400","2102400","2102400","2102400","2102400","2102400","2102400","2102400","2102400","2102400","2102400","2102400","","","","2102400","2102400","2102400","2102400","2102400","2102400","2102400","2102400","2102400"
